territory,timestamp,winner,randomNumber,day
Hawai'i,2020-04-21T03:00:50.558Z,Georgia Tech,128.127251321415,30
Air Force,2020-04-21T03:00:50.558Z,Texas,19.21409375521093,30
Akron,2020-04-21T03:00:50.558Z,Ohio State,59.42053904735008,30
Alabama,2020-04-21T03:00:50.558Z,Alabama,58.894124515474424,30
Arizona,2020-04-21T03:00:50.558Z,Michigan,37.901018136737996,30
Arizona State,2020-04-21T03:00:50.558Z,Michigan,79.27574879925773,30
Arkansas,2020-04-21T03:00:50.558Z,Texas A&M,114.45780771371314,30
Arkansas State,2020-04-21T03:00:50.558Z,Chaos,64.60156281337676,30
Army,2020-04-21T03:00:50.558Z,Michigan,268.1596316808806,30
Baylor,2020-04-21T03:00:50.558Z,Texas A&M,44.684877128192376,30
Boise State,2020-04-21T03:00:50.558Z,Michigan,295.6738015237083,30
Boston College,2020-04-21T03:00:50.558Z,Ohio State,547.8480006595288,30
Bowling Green,2020-04-21T03:00:50.558Z,Ohio State,30.76264962449315,30
Buffalo,2020-04-21T03:00:50.558Z,Ohio State,141.60833831674148,30
BYU,2020-04-21T03:00:50.558Z,Ohio State,211.84804254955876,30
California,2020-04-21T03:00:50.558Z,Michigan,9.35481832443206,30
Chaos,2020-04-21T03:00:50.558Z,Ohio State,175.0074831973718,30
Charlotte,2020-04-21T03:00:50.558Z,Georgia Tech,178.13565180775993,30
Cincinnati,2020-04-21T03:00:50.558Z,Ohio State,67.83584693777611,30
Clemson,2020-04-21T03:00:50.558Z,Georgia Tech,135.08934376922838,30
Coastal Carolina,2020-04-21T03:00:50.559Z,Clemson,116.35154002524884,30
Colorado,2020-04-21T03:00:50.559Z,Nebraska,12.249740245474568,30
Colorado State,2020-04-21T03:00:50.559Z,Nebraska,4.6144007254324535,30
Duke,2020-04-21T03:00:50.559Z,Chaos,134.50360876828464,30
East Carolina,2020-04-21T03:00:50.559Z,Chaos,50.42811652347708,30
Florida,2020-04-21T03:00:50.559Z,Georgia Tech,5.625905555847188,30
Florida Atlantic,2020-04-21T03:00:50.559Z,Georgia Tech,230.48666983257374,30
Florida International,2020-04-21T03:00:50.559Z,Georgia Tech,128.67708393929004,30
Florida State,2020-04-21T03:00:50.559Z,Georgia Tech,13.029198279480749,30
Fresno State,2020-04-21T03:00:50.559Z,Ohio State,37.13397917757174,30
Georgia,2020-04-21T03:00:50.559Z,Alabama,5.197656567154985,30
Georgia Southern,2020-04-21T03:00:50.559Z,Georgia Tech,1.49815121041807,30
Georgia State,2020-04-21T03:00:50.559Z,Georgia Tech,7.177731398073186,30
Georgia Tech,2020-04-21T03:00:50.559Z,Georgia Tech,95.44655318754296,30
Houston,2020-04-21T03:00:50.559Z,Texas A&M,169.20017878953794,30
Illinois,2020-04-21T03:00:50.559Z,Wisconsin,131.27268141443034,30
Indiana,2020-04-21T03:00:50.559Z,Wisconsin,247.5424686866972,30
Iowa,2020-04-21T03:00:50.559Z,Wisconsin,139.9697339086431,30
Iowa State,2020-04-21T03:00:50.559Z,Nebraska,255.54835536204962,30
Kansas,2020-04-21T03:00:50.559Z,Nebraska,164.34913195159692,30
Kansas State,2020-04-21T03:00:50.559Z,Nebraska,140.8057254352731,30
Kent State,2020-04-21T03:00:50.559Z,Ohio State,6.216965721934322,30
Kentucky,2020-04-21T03:00:50.559Z,Georgia Tech,14.37071970499602,30
Liberty,2020-04-21T03:00:50.559Z,Clemson,46.279067692164745,30
Louisiana,2020-04-21T03:00:50.559Z,Texas A&M,87.74498618946339,30
Louisiana Monroe,2020-04-21T03:00:50.559Z,Alabama,2.050618968788311,30
Louisiana Tech,2020-04-21T03:00:50.559Z,Texas,12.38837594141306,30
Louisville,2020-04-21T03:00:50.559Z,Georgia Tech,39.55759465176809,30
LSU,2020-04-21T03:00:50.559Z,Alabama,66.96469234304243,30
Marshall,2020-04-21T03:00:50.559Z,Ohio State,113.99340146309821,30
Maryland,2020-04-21T03:00:50.559Z,Michigan,162.1621777576709,30
Memphis,2020-04-21T03:00:50.559Z,Alabama,20.08691467340011,30
Miami,2020-04-21T03:00:50.559Z,Chaos,175.44973573088654,30
Miami (OH),2020-04-21T03:00:50.559Z,Wisconsin,13.208923974577383,30
Middle Tennessee,2020-04-21T03:00:50.559Z,Georgia Tech,148.74154079342762,30
Minnesota,2020-04-21T03:00:50.560Z,Wisconsin,12.38739991490069,30
Mississippi State,2020-04-21T03:00:50.560Z,Alabama,5.564953262331928,30
Missouri,2020-04-21T03:00:50.560Z,Wisconsin,82.121074832708,30
NC State,2020-04-21T03:00:50.560Z,Chaos,27.387312944133022,30
Nebraska,2020-04-21T03:00:50.560Z,Nebraska,347.65997108357993,30
Nevada,2020-04-21T03:00:50.560Z,Ohio State,349.4904610270894,30
New Mexico,2020-04-21T03:00:50.560Z,Michigan,58.77060885073267,30
North Carolina,2020-04-21T03:00:50.560Z,Clemson,193.9817480859823,30
Northern Illinois,2020-04-21T03:00:50.560Z,Wisconsin,24.546929086212682,30
North Texas,2020-04-21T03:00:50.561Z,Texas A&M,61.61709394429123,30
Northwestern,2020-04-21T03:00:50.561Z,Wisconsin,176.27576589141324,30
Ohio,2020-04-21T03:00:50.561Z,Michigan,114.8715636516362,30
Ohio State,2020-04-21T03:00:50.561Z,Chaos,133.5910226537224,30
Oklahoma,2020-04-21T03:00:50.561Z,Stanford,124.83259761252161,30
Oklahoma State,2020-04-21T03:00:50.561Z,Stanford,242.03729978643602,30
Old Dominion,2020-04-21T03:00:50.561Z,Clemson,78.70088261297607,30
Ole Miss,2020-04-21T03:00:50.561Z,Alabama,50.45870542364865,30
Oregon,2020-04-21T03:00:50.561Z,Ohio State,12.134913430028853,30
Oregon State,2020-04-21T03:00:50.561Z,Michigan,53.772592217239676,30
Penn State,2020-04-21T03:00:50.561Z,Ohio State,34.58252033797308,30
Pittsburgh,2020-04-21T03:00:50.561Z,Ohio State,87.94245088012626,30
Purdue,2020-04-21T03:00:50.561Z,Wisconsin,127.64767943190627,30
Rice,2020-04-21T03:00:50.561Z,Texas A&M,293.09595306840777,30
Rutgers,2020-04-21T03:00:50.561Z,Ohio State,49.865229690345124,30
San Diego State,2020-04-21T03:00:50.561Z,Georgia Tech,595.0554078290787,30
SMU,2020-04-21T03:00:50.561Z,Texas A&M,152.60235735811023,30
South Alabama,2020-04-21T03:00:50.561Z,Alabama,44.872936787305285,30
South Carolina,2020-04-21T03:00:50.561Z,Georgia Tech,102.46158447369183,30
Southern Mississippi,2020-04-21T03:00:50.561Z,Alabama,143.7891340867222,30
Stanford,2020-04-21T03:00:50.561Z,Michigan,74.51970897626354,30
Syracuse,2020-04-21T03:00:50.561Z,Michigan,330.84029585735203,30
TCU,2020-04-21T03:00:50.561Z,Michigan,125.0696837380871,30
Temple,2020-04-21T03:00:50.561Z,Ohio State,157.65826258089498,30
Tennessee,2020-04-21T03:00:50.561Z,Georgia Tech,203.77095960065418,30
Texas,2020-04-21T03:00:50.561Z,Texas,341.6355480367433,30
Texas A&M,2020-04-21T03:00:50.562Z,Texas A&M,185.7518543741323,30
Texas State,2020-04-21T03:00:50.562Z,Texas A&M,24.134695192985223,30
Texas Tech,2020-04-21T03:00:50.562Z,Texas A&M,330.5936048288055,30
Toledo,2020-04-21T03:00:50.562Z,Wisconsin,152.46038302137893,30
Troy,2020-04-21T03:00:50.562Z,Alabama,28.429624540119853,30
Tulane,2020-04-21T03:00:50.562Z,Texas,166.1017937007567,30
Tulsa,2020-04-21T03:00:50.562Z,Wisconsin,180.39559821399826,30
UAB,2020-04-21T03:00:50.562Z,Nebraska,57.170514915480304,30
UCLA,2020-04-21T03:00:50.562Z,Michigan,52.75493812600319,30
UMass,2020-04-21T03:00:50.562Z,Michigan,177.5680730893895,30
UNLV,2020-04-21T03:00:50.562Z,Michigan,187.02048059159668,30
USC,2020-04-21T03:00:50.562Z,Michigan,181.3793515763367,30
Utah,2020-04-21T03:00:50.562Z,Michigan,134.3519795212934,30
Utah State,2020-04-21T03:00:50.562Z,Nebraska,111.49733234807414,30
UT San Antonio,2020-04-21T03:00:50.562Z,Michigan,416.59524682164977,30
Vanderbilt,2020-04-21T03:00:50.562Z,Alabama,117.0356114428856,30
Virginia,2020-04-21T03:00:50.562Z,Ohio State,42.08234976795751,30
Virginia Tech,2020-04-21T03:00:50.562Z,Georgia Tech,76.7811511369484,30
Wake Forest,2020-04-21T03:00:50.562Z,Georgia Tech,25.185460667400598,30
Washington,2020-04-21T03:00:50.562Z,Ohio State,209.96613397146217,30
Washington State,2020-04-21T03:00:50.562Z,Nebraska,113.33122079756869,30
Western Kentucky,2020-04-21T03:00:50.562Z,Georgia Tech,71.1137263655919,30
West Virginia,2020-04-21T03:00:50.562Z,Ohio State,89.45302067208773,30
Wyoming,2020-04-21T03:00:50.562Z,Nebraska,399.2444863369602,30
San José State,2020-04-21T03:00:50.562Z,Michigan,110.91548530191154,30
Hawai'i,2020-04-22T03:00:50.706Z,Chaos,58.525157745107,31
Air Force,2020-04-22T03:00:50.706Z,Texas,90.42949631097795,31
Akron,2020-04-22T03:00:50.706Z,Chaos,39.892182697315825,31
Alabama,2020-04-22T03:00:50.706Z,Alabama,10.97008828816822,31
Appalachian State,2020-04-22T03:00:50.706Z,Georgia Tech,62.57280974718931,31
Arizona State,2020-04-22T03:00:50.706Z,Michigan,318.6237887982386,31
Arkansas,2020-04-22T03:00:50.707Z,Chaos,402.01300345431673,31
Arkansas State,2020-04-22T03:00:50.707Z,Wisconsin,232.59288020500244,31
Army,2020-04-22T03:00:50.707Z,Michigan,379.5660613834477,31
Auburn,2020-04-22T03:00:50.707Z,Georgia Tech,171.59135107231276,31
Baylor,2020-04-22T03:00:50.707Z,Texas,265.72840651203336,31
Boise State,2020-04-22T03:00:50.707Z,Nebraska,8.191722686783372,31
Boston College,2020-04-22T03:00:50.707Z,Michigan,565.4029558821068,31
Bowling Green,2020-04-22T03:00:50.707Z,Wisconsin,43.377625810576674,31
Buffalo,2020-04-22T03:00:50.707Z,Ohio State,0.22309865505554702,31
BYU,2020-04-22T03:00:50.707Z,Ohio State,105.77333208931213,31
California,2020-04-22T03:00:50.707Z,Michigan,66.95922780975968,31
Charlotte,2020-04-22T03:00:50.707Z,Georgia Tech,140.54056798014312,31
Cincinnati,2020-04-22T03:00:50.707Z,Georgia Tech,162.40484883076758,31
Clemson,2020-04-22T03:00:50.707Z,Georgia Tech,45.794416511230644,31
Coastal Carolina,2020-04-22T03:00:50.707Z,Chaos,385.6360140571752,31
Colorado,2020-04-22T03:00:50.707Z,Michigan,55.733955287282555,31
Colorado State,2020-04-22T03:00:50.707Z,Nebraska,2.761984286054982,31
Connecticut,2020-04-22T03:00:50.707Z,Michigan,192.01771813875683,31
Duke,2020-04-22T03:00:50.707Z,Chaos,29.482375875888557,31
East Carolina,2020-04-22T03:00:50.707Z,Clemson,200.11733829330225,31
Florida Atlantic,2020-04-22T03:00:50.707Z,Georgia Tech,187.80828563278794,31
Florida International,2020-04-22T03:00:50.707Z,Chaos,268.1931223104163,31
Florida State,2020-04-22T03:00:50.707Z,Georgia Tech,24.31378266323824,31
Fresno State,2020-04-22T03:00:50.707Z,Ohio State,224.96629182004045,31
Georgia,2020-04-22T03:00:50.707Z,Georgia Tech,125.27716604875188,31
Georgia Southern,2020-04-22T03:00:50.707Z,Georgia Tech,31.29940836590173,31
Georgia State,2020-04-22T03:00:50.707Z,Georgia Tech,54.16097687299017,31
Georgia Tech,2020-04-22T03:00:50.707Z,Georgia Tech,4.155070731150192,31
Houston,2020-04-22T03:00:50.707Z,Texas,210.21635921656002,31
Illinois,2020-04-22T03:00:50.707Z,Wisconsin,168.48438770610417,31
Indiana,2020-04-22T03:00:50.708Z,Georgia Tech,176.92947930788398,31
Iowa,2020-04-22T03:00:50.708Z,Wisconsin,229.18112508147118,31
Iowa State,2020-04-22T03:00:50.708Z,Nebraska,32.11499784189268,31
Kansas,2020-04-22T03:00:50.708Z,Nebraska,142.33983980326772,31
Kansas State,2020-04-22T03:00:50.708Z,Nebraska,3.553409374897289,31
Kent State,2020-04-22T03:00:50.708Z,Michigan,148.71757184360692,31
Kentucky,2020-04-22T03:00:50.708Z,Georgia Tech,45.128373840380526,31
Liberty,2020-04-22T03:00:50.708Z,Georgia Tech,22.815448754033014,31
Louisiana,2020-04-22T03:00:50.708Z,Texas,36.81317053668168,31
Louisiana Monroe,2020-04-22T03:00:50.708Z,Alabama,107.22344654244542,31
Louisiana Tech,2020-04-22T03:00:50.708Z,Texas,146.18413815771342,31
Louisville,2020-04-22T03:00:50.708Z,Georgia Tech,51.0608447877724,31
LSU,2020-04-22T03:00:50.708Z,Alabama,207.51151800227035,31
Marshall,2020-04-22T03:00:50.708Z,Michigan,67.33312744585879,31
Maryland,2020-04-22T03:00:50.708Z,Ohio State,48.357407419125906,31
Memphis,2020-04-22T03:00:50.708Z,Georgia Tech,114.31339523809064,31
Miami,2020-04-22T03:00:50.708Z,Georgia Tech,151.17287972233845,31
Miami (OH),2020-04-22T03:00:50.708Z,Wisconsin,117.27641418606278,31
Middle Tennessee,2020-04-22T03:00:50.708Z,Georgia Tech,40.03233216439926,31
Minnesota,2020-04-22T03:00:50.708Z,Wisconsin,304.8897266137093,31
Missouri,2020-04-22T03:00:50.708Z,Wisconsin,256.3140601562573,31
Navy,2020-04-22T03:00:50.708Z,Ohio State,79.61005619235107,31
NC State,2020-04-22T03:00:50.708Z,Georgia Tech,212.4418935472895,31
Nebraska,2020-04-22T03:00:50.708Z,Nebraska,85.26710581998026,31
Nevada,2020-04-22T03:00:50.708Z,Ohio State,237.49373629119546,31
New Mexico,2020-04-22T03:00:50.708Z,Michigan,291.05865423843017,31
New Mexico State,2020-04-22T03:00:50.708Z,Michigan,254.6337905304666,31
North Carolina,2020-04-22T03:00:50.708Z,Chaos,317.12009103728013,31
North Texas,2020-04-22T03:00:50.708Z,Texas A&M,103.71370427106417,31
Ohio,2020-04-22T03:00:50.710Z,Ohio State,169.05473346595375,31
Ohio State,2020-04-22T03:00:50.710Z,Ohio State,58.28686418685294,31
Oklahoma,2020-04-22T03:00:50.710Z,Stanford,159.65308337664575,31
Oklahoma State,2020-04-22T03:00:50.710Z,Stanford,174.3207657656939,31
Old Dominion,2020-04-22T03:00:50.710Z,Chaos,122.82344964269112,31
Ole Miss,2020-04-22T03:00:50.710Z,Alabama,141.51218589232718,31
Oregon,2020-04-22T03:00:50.710Z,Ohio State,107.49066390956489,31
Oregon State,2020-04-22T03:00:50.710Z,Michigan,129.26672752734248,31
Penn State,2020-04-22T03:00:50.710Z,Michigan,144.69042114219917,31
Rice,2020-04-22T03:00:50.710Z,Texas A&M,18.9055148231014,31
Rutgers,2020-04-22T03:00:50.710Z,Ohio State,9.063042608386317,31
San Diego State,2020-04-22T03:00:50.710Z,Michigan,4.576624531262995,31
SMU,2020-04-22T03:00:50.710Z,Wisconsin,304.73425944171817,31
South Alabama,2020-04-22T03:00:50.710Z,Alabama,18.3542667200699,31
South Carolina,2020-04-22T03:00:50.710Z,Georgia Tech,41.08450169903893,31
Southern Mississippi,2020-04-22T03:00:50.710Z,Texas,48.92917402620462,31
Stanford,2020-04-22T03:00:50.710Z,Ohio State,94.66813410513342,31
Syracuse,2020-04-22T03:00:50.710Z,Ohio State,489.224548391212,31
TCU,2020-04-22T03:00:50.710Z,Texas A&M,191.10545167016986,31
Temple,2020-04-22T03:00:50.710Z,Ohio State,1.373503789582881,31
Tennessee,2020-04-22T03:00:50.710Z,Georgia Tech,43.18886614367046,31
Texas,2020-04-22T03:00:50.710Z,Texas,551.936497360026,31
Texas A&M,2020-04-22T03:00:50.710Z,Texas A&M,126.66223733900767,31
Texas State,2020-04-22T03:00:50.710Z,Texas A&M,87.80647047711659,31
Texas Tech,2020-04-22T03:00:50.710Z,Texas A&M,154.2708645029595,31
Toledo,2020-04-22T03:00:50.710Z,Wisconsin,189.63816681698341,31
Troy,2020-04-22T03:00:50.710Z,Georgia Tech,58.09565289753721,31
Tulane,2020-04-22T03:00:50.710Z,Texas A&M,222.34296101227105,31
Tulsa,2020-04-22T03:00:50.710Z,Stanford,172.47503045716107,31
UAB,2020-04-22T03:00:50.710Z,Alabama,236.25637331854304,31
UCLA,2020-04-22T03:00:50.710Z,Ohio State,225.37469322814474,31
UMass,2020-04-22T03:00:50.710Z,Ohio State,430.7048834286449,31
UNLV,2020-04-22T03:00:50.710Z,Michigan,0.9393445105951971,31
USC,2020-04-22T03:00:50.710Z,Ohio State,279.6717283160474,31
Utah,2020-04-22T03:00:50.710Z,Texas,3.038870344041084,31
Utah State,2020-04-22T03:00:50.710Z,Nebraska,304.17977315889897,31
UTEP,2020-04-22T03:00:50.710Z,Texas A&M,9.864175776104085,31
UT San Antonio,2020-04-22T03:00:50.710Z,Texas A&M,246.61893520410302,31
Vanderbilt,2020-04-22T03:00:50.710Z,Georgia Tech,49.20626900085916,31
Virginia,2020-04-22T03:00:50.710Z,Ohio State,85.6196484644826,31
Virginia Tech,2020-04-22T03:00:50.710Z,Georgia Tech,10.052504928852114,31
Wake Forest,2020-04-22T03:00:50.710Z,Georgia Tech,55.42821186807332,31
Washington,2020-04-22T03:00:50.710Z,Ohio State,213.21614769362108,31
Washington State,2020-04-22T03:00:50.710Z,Nebraska,105.1887836405661,31
Western Kentucky,2020-04-22T03:00:50.710Z,Georgia Tech,27.977625277439145,31
West Virginia,2020-04-22T03:00:50.710Z,Ohio State,63.66603081158443,31
Wyoming,2020-04-22T03:00:50.710Z,Nebraska,13.884891718941981,31
San José State,2020-04-22T03:00:50.710Z,Michigan,47.813427741207306,31
Hawai'i,2020-04-23T03:01:01.275Z,Georgia Tech,50.80846593949568,32
Air Force,2020-04-23T03:01:01.276Z,Nebraska,84.6347887564149,32
Akron,2020-04-23T03:01:01.276Z,Ohio State,33.55325386681354,32
Alabama,2020-04-23T03:01:01.276Z,Alabama,15.288981137589124,32
Arizona,2020-04-23T03:01:01.276Z,Michigan,14.738451592342766,32
Arizona State,2020-04-23T03:01:01.276Z,Ohio State,241.0290910289326,32
Arkansas,2020-04-23T03:01:01.276Z,Stanford,4.272283675362894,32
Arkansas State,2020-04-23T03:01:01.276Z,Georgia Tech,147.57612876512366,32
Army,2020-04-23T03:01:01.276Z,Michigan,287.1406217579152,32
Auburn,2020-04-23T03:01:01.276Z,Alabama,45.14864400152848,32
Ball State,2020-04-23T03:01:01.276Z,Wisconsin,66.30923918855429,32
Baylor,2020-04-23T03:01:01.276Z,Texas,404.2631729165573,32
Boise State,2020-04-23T03:01:01.276Z,Nebraska,242.85960120457602,32
Boston College,2020-04-23T03:01:01.276Z,Michigan,134.73730938470237,32
Bowling Green,2020-04-23T03:01:01.277Z,Wisconsin,19.292300206478792,32
Buffalo,2020-04-23T03:01:01.277Z,Ohio State,9.0869556371022,32
BYU,2020-04-23T03:01:01.277Z,Nebraska,163.97284708234218,32
California,2020-04-23T03:01:01.277Z,Ohio State,9.948115113035062,32
Chaos,2020-04-23T03:01:01.277Z,Michigan,537.3989023509654,32
Charlotte,2020-04-23T03:01:01.277Z,Georgia Tech,31.631510290249818,32
Cincinnati,2020-04-23T03:01:01.277Z,Ohio State,105.48286029021241,32
Clemson,2020-04-23T03:01:01.277Z,Chaos,276.2522422363028,32
Coastal Carolina,2020-04-23T03:01:01.277Z,Georgia Tech,92.14998983783914,32
Colorado,2020-04-23T03:01:01.277Z,Nebraska,60.207582464708814,32
Colorado State,2020-04-23T03:01:01.277Z,Nebraska,10.184676295311046,32
Connecticut,2020-04-23T03:01:01.277Z,Michigan,277.2639483761664,32
Duke,2020-04-23T03:01:01.277Z,Chaos,80.22413100345365,32
East Carolina,2020-04-23T03:01:01.277Z,Chaos,460.03691178384855,32
Florida Atlantic,2020-04-23T03:01:01.277Z,Georgia Tech,96.88883141119989,32
Florida International,2020-04-23T03:01:01.277Z,Georgia Tech,164.94702302645624,32
Florida State,2020-04-23T03:01:01.278Z,Georgia Tech,19.439367763483165,32
Fresno State,2020-04-23T03:01:01.278Z,Michigan,105.1051946449998,32
Georgia State,2020-04-23T03:01:01.278Z,Alabama,3.330057038032246,32
Georgia Tech,2020-04-23T03:01:01.278Z,Georgia Tech,3.106455089203985,32
Houston,2020-04-23T03:01:01.278Z,Wisconsin,28.338100561257328,32
Illinois,2020-04-23T03:01:01.278Z,Georgia Tech,136.55049346135854,32
Indiana,2020-04-23T03:01:01.278Z,Wisconsin,67.01122669404847,32
Iowa,2020-04-23T03:01:01.278Z,Wisconsin,59.750411087664375,32
Iowa State,2020-04-23T03:01:01.278Z,Nebraska,11.710563168598496,32
Kansas,2020-04-23T03:01:01.278Z,Nebraska,53.41777059508983,32
Kansas State,2020-04-23T03:01:01.278Z,Nebraska,7.294710120604045,32
Kent State,2020-04-23T03:01:01.278Z,Michigan,215.85125626510973,32
Kentucky,2020-04-23T03:01:01.278Z,Georgia Tech,138.36790037443143,32
Liberty,2020-04-23T03:01:01.278Z,Georgia Tech,67.47776322172847,32
Louisiana,2020-04-23T03:01:01.278Z,Texas A&M,9.155168140744498,32
Louisiana Monroe,2020-04-23T03:01:01.278Z,Chaos,239.49275489895012,32
Louisiana Tech,2020-04-23T03:01:01.278Z,Wisconsin,37.59812066995121,32
LSU,2020-04-23T03:01:01.278Z,Alabama,224.1195924148404,32
Marshall,2020-04-23T03:01:01.279Z,Georgia Tech,104.09344496547918,32
Maryland,2020-04-23T03:01:01.279Z,Ohio State,58.7605971544456,32
Memphis,2020-04-23T03:01:01.279Z,Georgia Tech,83.3218157470792,32
Miami,2020-04-23T03:01:01.279Z,Georgia Tech,66.76955455853145,32
Miami (OH),2020-04-23T03:01:01.279Z,Ohio State,61.471405358104654,32
Middle Tennessee,2020-04-23T03:01:01.279Z,Alabama,17.578351895095913,32
Minnesota,2020-04-23T03:01:01.279Z,Wisconsin,133.1673738822252,32
Mississippi State,2020-04-23T03:01:01.279Z,Alabama,208.91397008688773,32
Missouri,2020-04-23T03:01:01.279Z,Nebraska,415.3260177446068,32
Navy,2020-04-23T03:01:01.279Z,Ohio State,31.618057920994044,32
NC State,2020-04-23T03:01:01.279Z,Chaos,351.32746555175174,32
Nebraska,2020-04-23T03:01:01.279Z,Nebraska,40.23349620486998,32
Nevada,2020-04-23T03:01:01.279Z,Michigan,154.7569133751584,32
New Mexico,2020-04-23T03:01:01.279Z,Texas A&M,168.206462744759,32
New Mexico State,2020-04-23T03:01:01.279Z,Michigan,836.3111639801691,32
North Carolina,2020-04-23T03:01:01.279Z,Georgia Tech,71.09489283216986,32
North Texas,2020-04-23T03:01:01.279Z,Wisconsin,111.38891932235201,32
Ohio,2020-04-23T03:01:01.281Z,Ohio State,57.897971612759065,32
Ohio State,2020-04-23T03:01:01.281Z,Ohio State,139.90528305947433,32
Oklahoma,2020-04-23T03:01:01.281Z,Stanford,32.1835113351329,32
Oklahoma State,2020-04-23T03:01:01.281Z,Texas A&M,181.78005850103037,32
Old Dominion,2020-04-23T03:01:01.281Z,Clemson,345.4878191328752,32
Ole Miss,2020-04-23T03:01:01.281Z,Alabama,54.92823876047839,32
Oregon,2020-04-23T03:01:01.281Z,Michigan,200.00659641380201,32
Oregon State,2020-04-23T03:01:01.281Z,Michigan,197.47889461470857,32
Penn State,2020-04-23T03:01:01.281Z,Ohio State,132.56580427978716,32
Pittsburgh,2020-04-23T03:01:01.282Z,Michigan,238.98214530373124,32
Purdue,2020-04-23T03:01:01.282Z,Wisconsin,34.16792756631608,32
Rice,2020-04-23T03:01:01.282Z,Texas,169.12091423431517,32
Rutgers,2020-04-23T03:01:01.282Z,Ohio State,53.99128596020021,32
San Diego State,2020-04-23T03:01:01.282Z,Chaos,34.5104081214679,32
SMU,2020-04-23T03:01:01.282Z,Wisconsin,375.9951014758328,32
South Alabama,2020-04-23T03:01:01.282Z,Alabama,200.62135163406424,32
South Carolina,2020-04-23T03:01:01.282Z,Chaos,258.12858168272794,32
Southern Mississippi,2020-04-23T03:01:01.282Z,Alabama,63.42758603319023,32
South Florida,2020-04-23T03:01:01.282Z,Georgia Tech,38.48470092351904,32
Stanford,2020-04-23T03:01:01.282Z,Michigan,87.03111841227141,32
Syracuse,2020-04-23T03:01:01.282Z,Ohio State,414.08863736501075,32
TCU,2020-04-23T03:01:01.282Z,Texas A&M,71.84133072123332,32
Temple,2020-04-23T03:01:01.282Z,Michigan,205.88144276053848,32
Texas,2020-04-23T03:01:01.282Z,Texas A&M,243.59129213872956,32
Texas A&M,2020-04-23T03:01:01.282Z,Texas A&M,187.0413824979504,32
Texas State,2020-04-23T03:01:01.282Z,Texas A&M,36.209712500984786,32
Texas Tech,2020-04-23T03:01:01.282Z,Michigan,385.48178262237457,32
Troy,2020-04-23T03:01:01.282Z,Alabama,4.858573960108168,32
Tulane,2020-04-23T03:01:01.282Z,Alabama,22.49381668073305,32
Tulsa,2020-04-23T03:01:01.282Z,Stanford,87.78367226794614,32
UAB,2020-04-23T03:01:01.282Z,Alabama,17.306767991983122,32
UMass,2020-04-23T03:01:01.282Z,Michigan,411.3489162855408,32
UNLV,2020-04-23T03:01:01.282Z,Ohio State,239.26715495827125,32
USC,2020-04-23T03:01:01.282Z,Ohio State,50.70093347420286,32
Utah,2020-04-23T03:01:01.282Z,Ohio State,264.41529458258003,32
Utah State,2020-04-23T03:01:01.282Z,Nebraska,271.07067932892085,32
UTEP,2020-04-23T03:01:01.282Z,Texas A&M,163.57306346886472,32
UT San Antonio,2020-04-23T03:01:01.282Z,Texas A&M,9.078097650073572,32
